miRNA	PositionUTR	seedmatch	context++score	context++scorepercentile	weightedcontext++score	conservedbranchlength	Pct
hsa-miR-548b-5p	2046-2052	7mer-m8	-0.02	 41	-0.02	0.043	N/A
hsa-miR-548au-5p	2046-2052	7mer-m8	-0.02	 41	-0.02	0.043	N/A
hsa-miR-548d-5p	2046-2052	7mer-m8	-0.02	 41	-0.02	0.043	N/A
hsa-miR-548w	2046-2052	7mer-m8	-0.02	 41	-0.02	0.043	N/A
hsa-miR-548y	2046-2052	7mer-m8	-0.02	 40	-0.02	0.043	N/A
hsa-miR-548a-5p	2046-2052	7mer-m8	-0.02	 40	-0.02	0.043	N/A
hsa-miR-548i	2046-2052	7mer-m8	-0.02	 40	-0.02	0.043	N/A
hsa-miR-548ar-5p	2046-2052	7mer-m8	-0.02	 39	-0.02	0.043	N/A
hsa-miR-548ab	2046-2052	7mer-m8	-0.02	 39	-0.02	0.043	N/A
hsa-miR-4501	2052-2058	7mer-1A	-0.01	 37	-0.01	0.000	N/A
hsa-miR-297	2054-2060	7mer-m8	-0.02	 29	-0.02	0.043	N/A
hsa-miR-567	2054-2060	7mer-1A	-0.01	 13	-0.01	0.016	N/A
hsa-miR-4999-5p	2056-2062	7mer-m8	-0.09	 65	-0.08	0.000	N/A
hsa-miR-4675	2058-2064	7mer-m8	-0.10	 85	-0.08	0.000	N/A
hsa-miR-4741	2058-2064	7mer-m8	-0.12	 81	-0.10	0.000	N/A
hsa-miR-4446-3p	2059-2065	7mer-m8	-0.14	 77	-0.12	0.016	N/A
hsa-miR-4721	2060-2066	7mer-m8	-0.16	 78	-0.14	0.000	N/A
hsa-miR-6883-5p	2062-2068	7mer-m8	-0.11	 72	-0.10	0.000	N/A
hsa-miR-6785-5p	2062-2068	7mer-m8	-0.09	 69	-0.08	0.000	N/A
hsa-miR-4728-5p	2062-2068	7mer-m8	-0.06	 53	-0.05	0.000	N/A
hsa-miR-149-3p	2062-2068	7mer-m8	-0.05	 47	-0.04	0.000	N/A
hsa-miR-6825-5p	2063-2069	7mer-m8	-0.10	 49	-0.09	0.000	N/A
hsa-miR-5698	2064-2071	8mer	-0.18	 66	-0.16	0.000	N/A
hsa-miR-6870-5p	2064-2071	8mer	-0.17	 62	-0.14	0.000	N/A
hsa-miR-4723-5p	2064-2071	8mer	-0.16	 59	-0.14	0.000	N/A
hsa-miR-7111-5p	2064-2071	8mer	-0.15	 57	-0.13	0.000	N/A
hsa-miR-1275	2065-2071	7mer-m8	-0.08	 67	-0.07	0.016	N/A
hsa-miR-625-5p	2065-2071	7mer-1A	-0.13	 53	-0.11	0.000	N/A
hsa-miR-4665-5p	2065-2071	7mer-m8	-0.07	 49	-0.06	0.016	N/A
hsa-miR-4525	2065-2071	7mer-1A	-0.04	 45	-0.03	0.000	N/A
hsa-miR-5010-5p	2065-2071	7mer-1A	-0.06	 37	-0.05	0.000	N/A
hsa-miR-637	2066-2072	7mer-m8	-0.15	 79	-0.13	0.016	N/A
hsa-miR-4731-5p	2067-2074	8mer	-0.35	 98	-0.30	0.000	N/A
hsa-miR-5589-5p	2068-2074	7mer-1A	-0.02	 55	-0.02	0.000	N/A
hsa-miR-3692-5p	2069-2075	7mer-m8	-0.08	 73	-0.07	0.000	N/A
hsa-miR-4272	2075-2081	7mer-m8	-0.02	 70	-0.02	0.000	N/A
hsa-miR-616-3p	2079-2085	7mer-1A	-0.01	 22	-0.01	0.016	N/A
hsa-miR-6755-3p	2081-2088	8mer	-0.11	 56	-0.09	0.000	N/A
hsa-miR-6868-3p	2082-2093	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-6868-3p	2082-2093	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-1267	2084-2090	7mer-1A	-0.08	 68	-0.07	0.016	N/A
hsa-miR-367-5p	2084-2090	7mer-1A	-0.02	 39	-0.01	0.000	N/A
hsa-miR-4652-3p	2085-2091	7mer-m8	-0.02	 58	-0.02	0.000	N/A
hsa-miR-3182	2086-2092	7mer-m8	-0.02	 59	-0.02	0.000	N/A
hsa-miR-6806-3p	2091-2097	7mer-1A	-0.03	 59	-0.03	0.000	N/A
hsa-miR-3928-5p	2091-2097	7mer-1A	-0.02	 49	-0.02	0.000	N/A
hsa-miR-127-5p	2091-2097	7mer-m8	-0.02	 44	-0.02	0.000	N/A
hsa-miR-192-3p	2103-2109	7mer-1A	-0.08	 74	-0.07	0.223	N/A
hsa-miR-6800-3p	2120-2126	7mer-1A	-0.02	 53	-0.02	0.000	N/A
hsa-miR-1263	2123-2129	7mer-m8	-0.15	 74	-0.13	0.016	N/A
hsa-miR-133a-5p	2125-2132	8mer	-0.18	 83	-0.15	0.652	N/A
hsa-miR-6131	2126-2132	7mer-1A	-0.01	 30	-0.01	0.016	N/A
hsa-miR-1279	2131-2137	7mer-m8	-0.02	 57	-0.02	0.000	N/A
hsa-miR-5580-3p	2133-2139	7mer-1A	-0.01	 43	-0.01	0.483	N/A
hsa-miR-4699-3p	2137-2143	7mer-1A	-0.01	 32	-0.01	0.000	N/A
hsa-miR-4793-3p	2143-2150	8mer	-0.19	 94	-0.16	0.000	N/A
hsa-miR-3130-3p	2144-2150	7mer-1A	-0.01	 49	-0.01	0.000	N/A
hsa-miR-544a	2145-2151	7mer-m8	-0.05	 49	-0.04	0.187	N/A
hsa-miR-5186	2150-2156	7mer-1A	-0.02	 32	-0.02	0.000	N/A
hsa-miR-4712-3p	2152-2158	7mer-1A	-0.07	 72	-0.06	0.000	N/A
hsa-miR-4714-3p	2157-2163	7mer-m8	-0.07	 70	-0.06	0.000	N/A
hsa-miR-196a-3p	2160-2166	7mer-1A	-0.15	 73	-0.13	0.000	N/A
hsa-miR-182-5p	2161-2167	7mer-m8	-0.11	 66	-0.09	1.389	0.12
hsa-miR-4795-3p	2166-2172	7mer-m8	-0.02	 43	-0.02	0.000	N/A
hsa-miR-126-5p	2166-2172	7mer-1A	-0.01	 38	-0.01	0.322	N/A
hsa-miR-496.2	2168-2174	7mer-1A	-0.04	 63	-0.03	2.163	N/A
hsa-miR-223-5p	2169-2175	7mer-m8	-0.10	 68	-0.09	0.260	N/A
hsa-miR-4280	2171-2177	7mer-1A	-0.12	 85	-0.10	0.000	N/A
hsa-miR-3591-5p	2172-2178	7mer-m8	-0.21	 92	-0.18	0.000	N/A
hsa-miR-8065	2189-2195	7mer-1A	-0.21	 81	-0.18	0.000	N/A
hsa-miR-135b-3p	2190-2196	7mer-1A	-0.20	 79	-0.17	0.239	N/A
hsa-miR-3613-5p	2192-2198	7mer-1A	-0.01	 21	-0.01	0.000	N/A
hsa-miR-5093	2206-2212	7mer-1A	-0.05	 64	-0.04	0.000	N/A
hsa-miR-3978	2207-2213	7mer-1A	-0.04	 82	-0.03	0.000	N/A
hsa-miR-5002-5p	2210-2216	7mer-1A	-0.06	 73	-0.05	0.000	N/A
hsa-miR-1250-3p	2216-2222	7mer-1A	-0.01	 46	-0.01	0.000	N/A
hsa-miR-153-5p	2216-2222	7mer-1A	-0.01	 33	-0.01	0.031	N/A
hsa-miR-6072	2219-2225	7mer-1A	-0.02	 49	-0.02	0.000	N/A
hsa-miR-6891-3p	2219-2225	7mer-1A	-0.02	 45	-0.02	0.000	N/A
hsa-miR-3909	2221-2227	7mer-1A	-0.11	 65	-0.09	0.223	N/A
hsa-miR-6852-3p	2221-2227	7mer-1A	-0.08	 57	-0.07	0.223	N/A
hsa-miR-570-3p	2234-2240	7mer-m8	-0.04	 58	-0.03	0.000	N/A
hsa-miR-1179	2244-2250	7mer-m8	-0.13	 88	-0.08	0.187	N/A
hsa-miR-4422	2246-2252	7mer-m8	-0.05	 84	-0.03	0.000	N/A
hsa-miR-548e-5p	2247-2253	7mer-m8	-0.02	 39	-0.01	0.000	N/A
hsa-miR-3613-3p	2250-2256	7mer-1A	-0.01	 26	-0.01	0.000	N/A
hsa-miR-543	2255-2262	8mer	-0.11	 93	-0.07	1.530	N/A
hsa-miR-3143	2256-2262	7mer-m8	-0.03	 60	-0.02	0.000	N/A
hsa-miR-7-1-3p	2262-2269	8mer	-0.03	 87	-0.02	0.000	N/A
hsa-miR-7-2-3p	2262-2269	8mer	-0.03	 87	-0.02	0.000	N/A
hsa-miR-495-3p	2263-2269	7mer-1A	-0.03	 85	-0.02	1.078	N/A
hsa-miR-5688	2263-2269	7mer-1A	-0.03	 84	-0.02	1.078	N/A
hsa-miR-4724-5p	2272-2278	7mer-1A	-0.01	 49	-0.01	0.000	N/A
hsa-miR-519d-5p	2280-2287	8mer	-0.13	 86	-0.08	0.000	N/A
hsa-miR-519e-5p	2281-2288	8mer	-0.15	 90	-0.10	0.031	N/A
hsa-miR-515-5p	2281-2288	8mer	-0.15	 89	-0.10	0.031	N/A
hsa-miR-5695	2281-2287	7mer-1A	-0.13	 84	-0.08	0.000	N/A
hsa-miR-576-5p	2282-2293	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-576-5p	2282-2293	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-629-3p	2283-2289	7mer-1A	-0.01	 62	-0.01	0.000	N/A
hsa-miR-5692a	2289-2296	8mer	-0.03	 91	-0.02	0.000	N/A
hsa-miR-4477a	2294-2300	7mer-1A	-0.09	 91	-0.06	0.000	N/A
hsa-miR-4445-5p	2304-2311	8mer	-0.24	 92	-0.15	0.000	N/A
hsa-miR-508-3p	2305-2311	7mer-1A	-0.18	 85	-0.11	0.016	N/A
hsa-miR-4782-3p	2305-2311	7mer-1A	-0.12	 81	-0.08	0.122	< 0.1
hsa-miR-219a-5p	2305-2311	7mer-1A	-0.10	 78	-0.06	0.122	< 0.1
hsa-miR-6766-3p	2305-2311	7mer-1A	-0.08	 73	-0.05	0.122	< 0.1
hsa-miR-580-5p	2307-2313	7mer-m8	-0.02	 52	-0.01	0.000	N/A
hsa-miR-548e-5p	2314-2320	7mer-m8	-0.02	 39	-0.01	0.000	N/A
hsa-miR-3613-3p	2317-2323	7mer-1A	-0.01	 26	-0.01	0.000	N/A
hsa-miR-1179	2322-2328	7mer-m8	-0.06	 75	-0.02	0.187	N/A
hsa-miR-6856-5p	2327-2333	7mer-1A	-0.02	 42	-0.01	0.000	N/A
hsa-miR-6758-5p	2327-2333	7mer-1A	-0.01	 34	-0.00	0.000	N/A
hsa-miR-1303	2328-2335	8mer	-0.03	 36	-0.01	0.016	N/A
hsa-miR-6832-3p	2333-2340	8mer	-0.04	 60	-0.01	0.306	N/A
hsa-miR-4755-5p	2335-2341	7mer-m8	-0.05	 70	-0.01	0.000	N/A
hsa-miR-623	2335-2341	7mer-1A	-0.04	 56	-0.01	0.000	N/A
hsa-miR-5006-3p	2335-2341	7mer-m8	-0.02	 46	-0.01	0.000	N/A
hsa-miR-3938	2336-2342	7mer-m8	-0.11	 76	-0.03	0.031	N/A
hsa-miR-181c-5p	2339-2345	7mer-1A	-0.05	 61	-0.01	0.221	< 0.1
hsa-miR-181d-5p	2339-2345	7mer-1A	-0.05	 60	-0.01	0.221	< 0.1
hsa-miR-181a-5p	2339-2345	7mer-1A	-0.03	 54	-0.01	0.221	< 0.1
hsa-miR-181b-5p	2339-2345	7mer-1A	-0.03	 54	-0.01	0.221	< 0.1
hsa-miR-4262	2339-2345	7mer-1A	-0.01	 33	-0.00	0.221	< 0.1
hsa-miR-6504-3p	2342-2348	7mer-1A	-0.01	 37	-0.00	0.000	N/A
hsa-miR-302a-5p	2350-2356	7mer-1A	-0.01	 50	-0.00	0.000	N/A
hsa-miR-329-3p	2358-2365	8mer	-0.17	 95	-0.05	0.023	N/A
hsa-miR-362-3p	2358-2365	8mer	-0.15	 94	-0.04	0.023	N/A
hsa-miR-8485	2359-2365	7mer-1A	-0.10	 73	-0.03	0.000	N/A
hsa-miR-3941	2359-2366	8mer	-0.03	 65	-0.01	0.000	N/A
hsa-miR-603	2359-2365	7mer-1A	-0.02	 60	-0.01	0.000	N/A
hsa-miR-4672	2360-2366	7mer-1A	-0.01	 32	-0.00	0.000	N/A
hsa-miR-466	2360-2366	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-125b-1-3p	2364-2370	7mer-m8	-0.15	 74	-0.04	0.000	N/A
hsa-miR-6512-3p	2370-2376	7mer-m8	-0.17	 88	-0.05	0.000	N/A
hsa-miR-6720-5p	2370-2376	7mer-m8	-0.17	 87	-0.05	0.000	N/A
hsa-miR-6849-3p	2370-2376	7mer-1A	-0.12	 83	-0.03	0.000	N/A
hsa-miR-5586-5p	2371-2378	8mer	-0.14	 84	-0.04	0.000	N/A
hsa-miR-4282	2378-2384	7mer-m8	-0.02	 66	-0.01	0.000	N/A
hsa-miR-593-5p	2385-2391	7mer-m8	-0.22	 83	-0.06	0.000	N/A
hsa-miR-4423-3p	2387-2394	8mer	-0.25	 92	-0.07	0.016	N/A
hsa-miR-3622a-5p	2387-2393	7mer-1A	-0.10	 81	-0.03	0.000	N/A
hsa-miR-5582-5p	2387-2393	7mer-1A	-0.14	 80	-0.04	0.000	N/A
hsa-miR-4328	2396-2402	7mer-m8	-0.02	 47	-0.01	0.000	N/A
hsa-miR-498	2402-2408	7mer-m8	-0.10	 92	-0.03	0.043	N/A
hsa-miR-4272	2404-2410	7mer-1A	-0.01	 53	-0.00	0.000	N/A
hsa-miR-6074	2405-2411	7mer-m8	-0.02	 45	-0.01	0.000	N/A
hsa-miR-6507-5p	2409-2416	8mer	-0.03	 81	-0.01	0.000	N/A
hsa-miR-3161	2413-2420	8mer	-0.07	 78	-0.02	0.000	N/A
hsa-miR-599	2414-2420	7mer-m8	-0.02	 23	-0.01	1.626	N/A
hsa-miR-616-3p	2418-2425	8mer	-0.13	 82	-0.04	0.016	N/A
hsa-miR-215-3p	2420-2426	7mer-m8	-0.11	 86	-0.03	0.239	N/A
hsa-miR-6760-3p	2422-2428	7mer-m8	-0.17	 91	-0.05	0.000	N/A
hsa-miR-4738-3p	2432-2438	7mer-1A	-0.09	 81	-0.03	0.000	N/A
hsa-miR-510-3p	2433-2440	8mer	-0.03	 81	-0.01	0.000	N/A
hsa-miR-653-5p	2433-2439	7mer-1A	-0.04	 61	-0.01	1.675	N/A
hsa-miR-6796-3p	2442-2448	7mer-m8	-0.02	 47	-0.01	0.000	N/A
hsa-miR-3928-5p	2443-2449	7mer-m8	-0.20	 92	-0.06	0.031	N/A
hsa-miR-6806-3p	2443-2449	7mer-m8	-0.20	 92	-0.06	0.031	N/A
hsa-miR-340-5p	2470-2476	7mer-m8	-0.02	 76	-0.01	0.016	N/A
hsa-miR-142-5p	2470-2476	7mer-1A	-0.01	 44	-0.00	0.016	< 0.1
hsa-miR-5590-3p	2470-2476	7mer-1A	-0.01	 41	-0.00	0.016	< 0.1
hsa-miR-543	2477-2484	8mer	-0.03	 80	-0.01	1.153	N/A
hsa-miR-3143	2478-2484	7mer-m8	-0.02	 43	-0.01	0.000	N/A
hsa-miR-6776-3p	2486-2492	7mer-1A	-0.07	 72	-0.02	0.000	N/A
hsa-miR-552-5p	2488-2495	8mer	-0.03	 85	-0.01	0.000	N/A
hsa-miR-29b-1-5p	2493-2500	8mer	-0.03	 62	-0.01	0.000	N/A
hsa-miR-3160-5p	2498-2505	8mer	-0.07	 76	-0.02	0.000	N/A
hsa-miR-218-5p	2501-2507	7mer-m8	-0.13	 79	-0.04	1.956	N/A
hsa-miR-636	2501-2507	7mer-1A	-0.08	 64	-0.02	0.031	N/A
hsa-miR-576-3p	2504-2510	7mer-m8	-0.06	 63	-0.02	0.043	N/A
hsa-miR-6088	2506-2512	7mer-1A	-0.15	 87	-0.04	0.134	N/A
hsa-miR-143-3p	2506-2512	7mer-1A	-0.15	 86	-0.04	0.134	N/A
hsa-miR-4770	2506-2512	7mer-1A	-0.11	 79	-0.03	0.134	N/A
hsa-miR-1273f	2506-2512	7mer-1A	-0.05	 65	-0.01	0.000	N/A
hsa-miR-4708-5p	2506-2512	7mer-1A	-0.03	 58	-0.01	0.000	N/A
hsa-miR-6818-5p	2510-2516	7mer-m8	-0.07	 76	-0.02	0.000	N/A
hsa-miR-8066	2513-2519	7mer-1A	-0.09	 80	-0.03	0.000	N/A
hsa-miR-10b-3p	2519-2525	7mer-1A	-0.02	 57	-0.01	0.000	N/A
hsa-miR-5187-5p	2529-2536	8mer	-0.22	 89	-0.06	0.000	N/A
hsa-miR-6728-5p	2530-2537	8mer	-0.24	 94	-0.07	0.000	N/A
hsa-miR-6500-3p	2530-2541	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-6500-3p	2530-2541	non-canonical	N/A	N/A	N/A	0.000	N/A
hsa-miR-6513-5p	2531-2537	7mer-m8	-0.05	 72	-0.01	0.000	N/A
hsa-miR-769-3p	2531-2537	7mer-1A	-0.01	 51	-0.00	0.016	N/A
hsa-miR-450b-3p	2531-2537	7mer-1A	-0.01	 47	-0.00	0.016	N/A
hsa-miR-5089-5p	2531-2537	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-4425	2532-2539	8mer	-0.25	 88	-0.07	0.000	N/A
hsa-miR-3147	2533-2539	7mer-1A	-0.06	 68	-0.02	0.000	N/A
hsa-miR-4445-5p	2536-2542	7mer-m8	-0.02	 24	-0.01	0.000	N/A
hsa-miR-339-3p	2545-2552	8mer	-0.56	 97	-0.15	0.043	N/A
hsa-miR-5708	2547-2553	7mer-1A	-0.24	 78	-0.07	0.000	N/A
hsa-miR-8055	2548-2555	8mer	-0.03	 74	-0.01	0.000	N/A
hsa-miR-129-5p	2551-2557	7mer-1A	-0.01	 47	-0.00	1.317	< 0.1
hsa-miR-138-2-3p	2555-2561	7mer-1A	-0.01	 48	-0.00	0.260	N/A
hsa-miR-4482-3p	2556-2562	7mer-m8	-0.02	 51	-0.01	0.000	N/A
hsa-miR-3168	2558-2564	7mer-m8	-0.02	 49	-0.01	0.000	N/A
hsa-miR-6758-3p	2566-2572	7mer-1A	-0.07	 79	-0.02	0.000	N/A
hsa-miR-4778-3p	2575-2581	7mer-1A	-0.01	 32	-0.00	0.000	N/A
hsa-miR-5589-3p	2584-2590	7mer-1A	-0.08	 66	-0.02	0.000	N/A
hsa-miR-519a-3p	2587-2593	7mer-m8	-0.04	 53	-0.01	0.016	N/A
hsa-miR-519b-3p	2587-2593	7mer-m8	-0.04	 53	-0.01	0.016	N/A
hsa-miR-519c-3p	2587-2593	7mer-m8	-0.04	 53	-0.01	0.016	N/A
hsa-miR-549a	2595-2601	7mer-1A	-0.03	 35	-0.01	0.016	N/A
hsa-miR-4795-3p	2601-2608	8mer	-0.03	 63	-0.01	0.000	N/A
hsa-miR-126-5p	2601-2607	7mer-1A	-0.01	 38	-0.00	0.000	N/A
hsa-miR-4711-5p	2614-2620	7mer-m8	-0.17	 83	-0.05	0.000	N/A
hsa-miR-337-3p	2632-2638	7mer-m8	-0.02	 24	-0.01	0.043	N/A
hsa-miR-6791-3p	2635-2641	7mer-m8	-0.20	 93	-0.06	0.000	N/A
hsa-miR-6829-3p	2635-2641	7mer-m8	-0.19	 92	-0.05	0.000	N/A
hsa-miR-7109-3p	2637-2643	7mer-m8	-0.13	 84	-0.04	0.000	N/A
hsa-miR-4446-5p	2654-2660	7mer-1A	-0.05	 68	-0.02	0.000	N/A
hsa-miR-627-3p	2656-2662	7mer-1A	-0.01	 24	-0.00	0.000	N/A
hsa-miR-103a-2-5p	2659-2665	7mer-m8	-0.02	 33	-0.01	0.031	N/A
hsa-miR-5009-3p	2674-2680	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-662	2682-2688	7mer-m8	-0.20	 83	-0.06	0.000	N/A
hsa-miR-361-3p	2685-2691	7mer-1A	-0.06	 58	-0.02	0.043	N/A
hsa-miR-3679-3p	2686-2693	8mer	-0.36	 96	-0.10	0.000	N/A
hsa-miR-4446-5p	2688-2694	7mer-1A	-0.06	 72	-0.02	0.000	N/A
hsa-miR-627-3p	2690-2696	7mer-1A	-0.01	 24	-0.00	0.000	N/A
hsa-miR-4426	2701-2707	7mer-1A	-0.06	 83	-0.02	0.000	N/A
hsa-miR-4662b	2701-2707	7mer-1A	-0.07	 76	-0.02	0.000	N/A
hsa-miR-4647	2701-2707	7mer-1A	-0.01	 48	-0.00	0.000	N/A
hsa-miR-4803	2709-2715	7mer-m8	-0.02	 41	-0.01	0.031	N/A
hsa-miR-605-5p	2723-2729	7mer-1A	-0.01	 44	-0.00	0.016	N/A
hsa-miR-29c-3p	2742-2748	7mer-m8	-0.05	 45	-0.01	0.939	< 0.1
hsa-miR-29a-3p	2742-2748	7mer-m8	-0.05	 45	-0.01	0.939	< 0.1
hsa-miR-29b-3p	2742-2748	7mer-m8	-0.05	 44	-0.01	0.939	< 0.1
hsa-miR-3065-3p	2743-2749	7mer-m8	-0.21	 93	-0.06	0.000	N/A
hsa-miR-6715b-3p	2749-2755	7mer-1A	-0.01	 45	-0.00	0.000	N/A
hsa-miR-607	2750-2756	7mer-1A	-0.01	 40	-0.00	0.000	N/A
hsa-miR-3160-5p	2753-2759	7mer-1A	-0.04	 66	-0.01	0.000	N/A
hsa-miR-4686	2756-2762	7mer-m8	-0.14	 81	-0.04	0.000	N/A
hsa-miR-4496	2766-2772	7mer-1A	-0.01	 64	-0.00	0.000	N/A
hsa-miR-376c-3p	2770-2776	7mer-1A	-0.10	 72	-0.03	0.623	N/A
hsa-miR-4789-3p	2775-2781	7mer-m8	-0.02	 40	-0.01	0.000	N/A
hsa-miR-488-5p	2782-2788	7mer-m8	-0.04	 48	-0.01	0.031	N/A
hsa-miR-4435	2785-2791	7mer-m8	-0.19	 87	-0.05	0.000	N/A
hsa-miR-6728-5p	2790-2797	8mer	-0.07	 74	-0.02	0.000	N/A
hsa-miR-5187-5p	2790-2796	7mer-1A	-0.06	 45	-0.02	0.159	N/A
hsa-miR-6513-5p	2791-2797	7mer-m8	-0.02	 52	-0.01	0.000	N/A
hsa-miR-769-3p	2791-2797	7mer-1A	-0.01	 51	-0.00	0.164	N/A
hsa-miR-450b-3p	2791-2797	7mer-1A	-0.01	 47	-0.00	0.164	N/A
hsa-miR-5089-5p	2791-2797	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-4425	2792-2798	7mer-m8	-0.12	 60	-0.04	0.000	N/A
hsa-miR-92a-1-5p	2793-2799	7mer-m8	-0.15	 64	-0.04	0.000	N/A
hsa-miR-4507	2795-2802	8mer	-0.14	 80	-0.04	0.000	N/A
hsa-miR-3940-5p	2795-2802	8mer	-0.06	 72	-0.02	0.000	N/A
hsa-miR-6839-3p	2796-2802	7mer-1A	-0.08	 68	-0.02	0.000	N/A
hsa-miR-6740-5p	2798-2804	7mer-m8	-0.16	 78	-0.05	0.000	N/A
hsa-miR-4709-5p	2803-2810	8mer	-0.07	 77	-0.02	0.000	N/A
hsa-miR-421	2804-2811	8mer	-0.08	 70	-0.02	0.000	N/A
hsa-miR-505-3p.2	2805-2811	7mer-1A	-0.01	 46	-0.00	0.000	N/A
hsa-miR-7159-5p	2805-2811	7mer-1A	-0.01	 20	-0.00	0.000	N/A
hsa-miR-676-5p	2806-2812	7mer-m8	-0.07	 84	-0.02	0.000	N/A
hsa-miR-1283	2813-2819	7mer-m8	-0.02	 20	-0.01	0.016	N/A
hsa-miR-4670-3p	2820-2827	8mer	-0.03	 39	-0.01	0.000	N/A
hsa-miR-4420	2825-2831	7mer-m8	-0.02	 53	-0.01	0.260	N/A
hsa-miR-181b-3p	2825-2831	7mer-m8	-0.02	 42	-0.01	0.260	N/A
hsa-miR-181b-2-3p	2825-2831	7mer-m8	-0.02	 42	-0.01	0.260	N/A
hsa-miR-1304-3p	2826-2833	8mer	-0.10	 87	-0.03	0.223	N/A
hsa-miR-30e-3p	2855-2861	7mer-1A	-0.01	 38	-0.00	0.164	N/A
hsa-miR-30a-3p	2855-2861	7mer-1A	-0.01	 38	-0.00	0.164	N/A
hsa-miR-30d-3p	2855-2861	7mer-1A	-0.01	 38	-0.00	0.164	N/A
hsa-miR-5003-3p	2857-2864	8mer	-0.03	 79	-0.01	0.000	N/A
hsa-miR-548c-3p	2864-2870	7mer-1A	-0.01	 57	-0.00	0.170	N/A
hsa-miR-1283	2874-2880	7mer-m8	-0.02	 20	-0.01	0.016	N/A
hsa-miR-188-3p	2887-2893	7mer-m8	-0.07	 58	-0.02	0.000	N/A
hsa-miR-4733-5p	2889-2895	7mer-1A	-0.09	 80	-0.03	0.000	N/A
hsa-miR-568	2897-2903	7mer-1A	-0.01	 16	-0.00	0.016	N/A
hsa-miR-643	2898-2904	7mer-m8	-0.02	 27	-0.01	0.016	N/A
hsa-miR-6828-3p	2903-2909	7mer-1A	-0.04	 59	-0.01	0.000	N/A
hsa-miR-6071	2903-2909	7mer-1A	-0.02	 33	-0.01	0.000	N/A
hsa-miR-6874-3p	2905-2911	7mer-m8	-0.02	 45	-0.01	0.000	N/A
hsa-miR-148b-5p	2905-2911	7mer-m8	-0.02	 42	-0.01	0.000	N/A
hsa-miR-4277	2906-2913	8mer	-0.03	 65	-0.01	0.000	N/A
hsa-miR-584-3p	2907-2913	7mer-1A	-0.01	 33	-0.00	0.000	N/A
hsa-miR-33b-3p	2913-2919	7mer-m8	-0.16	 82	-0.05	0.016	N/A
hsa-miR-519e-3p	2913-2919	7mer-m8	-0.14	 79	-0.04	0.016	N/A
hsa-miR-515-3p	2913-2919	7mer-m8	-0.09	 78	-0.03	0.016	N/A
hsa-miR-519b-3p	2915-2921	7mer-1A	-0.08	 71	-0.02	0.016	N/A
hsa-miR-519c-3p	2915-2921	7mer-1A	-0.08	 71	-0.02	0.016	N/A
hsa-miR-519a-3p	2915-2921	7mer-1A	-0.08	 71	-0.02	0.016	N/A
hsa-miR-373-3p	2915-2921	7mer-1A	-0.01	 29	-0.00	0.107	< 0.1
hsa-miR-520e	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-302a-3p	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-302c-3p.1	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-302e	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-302b-3p	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-302d-3p	2915-2921	7mer-1A	-0.01	 22	-0.00	0.107	< 0.1
hsa-miR-520a-3p	2915-2921	7mer-1A	-0.01	 21	-0.00	0.107	< 0.1
hsa-miR-520c-3p	2915-2921	7mer-1A	-0.01	 21	-0.00	0.107	< 0.1
hsa-miR-372-3p	2915-2921	7mer-1A	-0.01	 21	-0.00	0.107	< 0.1
hsa-miR-520d-3p	2915-2921	7mer-1A	-0.01	 21	-0.00	0.107	< 0.1
hsa-miR-520b	2915-2921	7mer-1A	-0.01	 21	-0.00	0.107	< 0.1
hsa-miR-676-3p	2920-2926	7mer-m8	-0.08	 71	-0.02	0.016	N/A
hsa-miR-6834-3p	2922-2928	7mer-1A	-0.08	 69	-0.02	0.000	N/A
hsa-miR-548t-5p	2930-2936	7mer-m8	-0.02	 64	-0.01	0.000	N/A
hsa-miR-548az-5p	2930-2936	7mer-m8	-0.02	 64	-0.01	0.000	N/A
hsa-miR-5011-5p	2941-2948	8mer	-0.03	 56	-0.01	0.000	N/A
hsa-miR-190a-3p	2942-2948	7mer-m8	-0.02	 40	-0.01	0.000	N/A
hsa-miR-5011-5p	2943-2949	7mer-m8	-0.02	 37	-0.01	0.000	N/A
hsa-miR-3201	2946-2952	7mer-1A	-0.02	 37	-0.01	0.000	N/A
hsa-miR-4791	2946-2952	7mer-1A	-0.02	 28	-0.01	0.000	N/A
hsa-miR-1261	2947-2953	7mer-1A	-0.09	 64	-0.03	0.000	N/A
